ID	PSI	count	GeneID	geneSymbol
chr18:61826222-61826329|+|61826096|61826528	1.0	5	ENSG00000267134.3_6	LINC01924
chr3:183904442-183904583|+|183904294|183904663	0.124645892351	706	ENSG00000161204.11_4	ABCF3
chr1:155180418-155181917|+|155180338|155182010	0.13916500994	3018	ENSG00000173171.14_4	MTX1
chr2:1795034-1796092|-|1792918|1796236	nan	0	ENSG00000186487.19_6	MYT1L
chr5:52396364-52397188|-|52396240|52397339	0.0136098509397	1543	ENSG00000164172.19_5	MOCS2
chr1:92415045-92415194|+|92414954|92415239	nan	0	ENSG00000137948.18_7	BRDT
chr16:630263-630857|+|630182|630972	0.152289669862	939	ENSG00000007541.16_4	PIGQ
chr10:103344477-103344634|-|103344358|103344676	1.0	385	ENSG00000166169.17_5	POLL
chr14:101301088-101301629|+|101300968|101301886	nan	0	ENSG00000214548.18_7	MEG3
chr20:5414711-5414817|-|5414434|5415051	nan	0	ENSG00000226995.9_6	LINC00658
chrX:48370323-48370713|+|48370279|48370895	0.116666666667	240	ENSG00000102312.22_5	PORCN
chr7:87230141-87230288|-|87230070|87230394	1.0	137	ENSG00000085563.14_5	ABCB1
chr7:1480320-1481827|-|1480226|1482120	0.181818181818	44	ENSG00000164877.19_3	MICALL2
chr19:54647485-54647741|+|54647395|54647870	0.0105793450882	1985	ENSG00000088038.19_5	CNOT3
chr1:11863186-11863461|-|11862937|11863583	0.370892018779	213	ENSG00000177000.12_6	MTHFR
chr1:44459636-44460779|+|44459561|44460834	0.194174757282	103	ENSG00000159214.13_4	CCDC24
chr7:5569031-5569165|-|5568791|5569294	0.00215999624348	63889	ENSG00000075624.16_6	ACTB
chrX:54955101-54955102|+|54955035|54955143	1.0	591	ENSG00000067445.20_7	TRO
chr7:99159596-99159990|+|99159510|99160117	0.625329815303	379	ENSG00000197343.11_8	ZNF655
chr11:65360854-65360946|-|65360325|65361345	0.0	2	ENSG00000173338.12_2	KCNK7
chr12:50835378-50835380|+|50835372|50835426	0.997203579418	1788	ENSG00000161813.22_7	LARP4
chr15:25448743-25449316|+|25448698|25449447	nan	0	ENSG00000224078.15_5	SNHG14
chr19:2098126-2098285|+|2097927|2098333	0.864864864865	37	ENSG00000099840.13_5	IZUMO4
chr16:67226727-67226911|+|67226663|67227073	0.944444444444	234	ENSG00000205250.9_4	E2F4
chr8:145060401-145060525|-|145060222|145060628	0.0869565217391	23	ENSG00000178685.14_6	PARP10
chr2:113943017-113943238|+|113942941|113943832	nan	0	ENSG00000125637.15_5	PSD4
chr17:26897981-26898066|-|26897869|26898206	0.0281074328545	1601	ENSG00000087111.21_4	PIGS
chr21:47608735-47610989|-|47608359|47611149	0.061170212766	376	ENSG00000160285.15_3	LSS
chr15:66793443-66793712|-|66793286|66793842	0.0434402696293	40055	ENSG00000174444.15_4	RPL4
chr17:37235417-37235754|-|37235356|37235781	0.28	25	ENSG00000161381.14_4	PLXDC1
chr11:864511-865693|+|864436|865825	0.905660377358	53	ENSG00000214063.11_4	TSPAN4
chr14:24613677-24614266|-|24613608|24614364	0.0769230769231	1066	ENSG00000100911.16_4	PSME2
chr16:70512553-70513082|+|70512453|70513306	0.397660818713	171	ENSG00000157353.17_4	FCSK
chr7:100281780-100281859|-|100281642|100281960	0.0134408602151	744	ENSG00000146830.10_3	GIGYF1
chr1:44516779-44516961|+|44516621|44517166	nan	0	ENSG00000230615.7_7	AL139220.2
chr2:68273175-68273475|-|68273119|68273542	0.0312925170068	1470	ENSG00000197223.11_2	C1D
chr20:10629324-10629708|-|10629196|10629755	1.0	5	ENSG00000101384.12_3	JAG1
chr5:87565504-87566342|+|87565284|87566402	0.766129032258	124	ENSG00000247828.8_7	TMEM161B-AS1
chr11:5718573-5719544|+|5718477|5719775	1.0	2	ENSG00000132274.16_4	TRIM22
chr1:109825197-109825301|-|109825139|109825353	0.0146609651802	1637	ENSG00000134222.16_5	PSRC1
chr11:6425052-6425167|-|6424876|6425288	1.0	9	ENSG00000166313.19_6	APBB1
chr11:57095900-57097566|-|57095770|57097612	0.00729253207791	10833	ENSG00000149136.9_4	SSRP1
chr20:33589888-33589961|+|33589750|33590240	0.5	4	ENSG00000078814.15_4	MYH7B
chr1:45798842-45798956|-|45798434|45798996	0.165048543689	309	ENSG00000132781.17_6	MUTYH
chr17:73570341-73570533|+|73570293|73570749	0.0	122	ENSG00000073350.13_4	LLGL2
chr19:35556936-35557152|+|35556771|35557462	nan	0	ENSG00000105707.13_2	HPN
chr19:3610969-3611901|-|3610642|3612411	0.864978902954	474	ENSG00000105298.14_4	CACTIN
chr21:46685550-46687504|-|46683842|46687628	0.148796498906	457	ENSG00000186866.16_2	POFUT2
chrX:11785288-11786740|+|11785079|11786801	1.0	34	ENSG00000005302.18_5	MSL3
chr12:49398416-49398746|-|49398289|49398801	0.031654676259	1390	ENSG00000181929.12_5	PRKAG1
chr12:57909774-57910027|+|57909702|57910120	0.0457884427032	4084	ENSG00000166986.15_4	MARS
chr17:46371726-46371727|+|46371708|46371877	nan	0	ENSG00000235300.4_7	AC090627.1
chr19:55147060-55147947|+|55147007|55148103	0.0	3	ENSG00000104972.15_2	LILRB1
chr1:151373831-151374017|+|151373714|151374106	0.0210549008336	13916	ENSG00000159377.11_3	PSMB4
chr2:216248907-216249582|-|216248742|216249699	0.080985915493	284	ENSG00000115414.19_6	FN1
chr7:26594538-26594640|+|26594427|26594846	0.0	1	ENSG00000233760.2_6	AC004947.1
chr17:48152890-48152962|+|48152822|48153099	0.183908045977	87	ENSG00000005884.18_3	ITGA3
chr5:61046371-61047496|+|61046163|61047597	nan	0	ENSG00000178722.13_3	C5orf64
chr1:202700191-202700955|-|202700036|202701067	0.0117035110533	769	ENSG00000117139.17_6	KDM5B
chr11:67049423-67049741|+|67049292|67050013	0.0630797773655	1078	ENSG00000173020.11_6	GRK2
chr8:143817086-143818274|+|143816743|143818345	1.0	580	ENSG00000130193.8_3	THEM6
chr11:64899822-64900202|-|64899718|64900251	0.0959232613909	834	ENSG00000162298.18_4	SYVN1
chr8:41399418-41399509|+|41399327|41402549	0.046483909416	839	ENSG00000147536.12_3	GINS4
chr3:49135550-49135624|-|49135424|49135913	0.0617067833698	2285	ENSG00000172053.18_3	QARS
chr15:75630479-75630695|+|75630402|75630761	1.0	346	ENSG00000140365.15_3	COMMD4
chr5:1632866-1632959|-|1632758|1633021	0.681481481481	135	ENSG00000188002.10_6	AC026412.1
chr17:40714237-40714373|+|40714168|40714505	0.974522292994	2355	ENSG00000068120.15_5	COASY
chr11:82985035-82985681|-|82984993|82985783	0.0346889952153	836	ENSG00000137500.9_4	CCDC90B
chr5:179044933-179044989|-|179044799|179045061	0.0754685125781	17769	ENSG00000169045.17_5	HNRNPH1
chr12:79978928-79986390|-|79978658|79986473	0.965340179718	779	ENSG00000177425.11_5	PAWR
chr19:41960606-41962265|-|41960073|41962392	nan	0	ENSG00000267107.8_6	PCAT19
chr11:64978343-64978730|+|64978284|64979476	0.0139534883721	1075	ENSG00000014216.15_6	CAPN1
chr20:10631008-10632228|-|10630894|10632342	0.04	50	ENSG00000101384.12_3	JAG1
chr3:170077664-170078155|+|170077486|170079217	0.851111111111	450	ENSG00000136603.14_5	SKIL
chr3:184073632-184074780|-|184073481|184074882	0.809523809524	21	ENSG00000114859.16_4	CLCN2
chr7:26596265-26596352|+|26596092|26596826	0.0	1	ENSG00000233760.2_6	AC004947.1
chr5:161277686-161277801|+|161277602|161277890	nan	0	ENSG00000022355.17_7	GABRA1
chr16:28847443-28847769|+|28847253|28847806	0.936148300721	971	ENSG00000168488.18_5	ATXN2L
chr2:201778136-201778653|-|201778017|201778715	0.15666965085	1117	ENSG00000115942.9_3	ORC2
chr7:128446449-128446741|+|128446290|128446912	0.210300429185	233	ENSG00000128596.17_6	CCDC136
chr7:93098075-93098076|-|93098026|93098118	1.0	2	ENSG00000004948.15_5	CALCR
chr16:67866039-67866130|-|67865914|67866448	0.666666666667	9	ENSG00000102901.13_4	CENPT
chr15:86805898-86806008|+|86805855|86806125	nan	0	ENSG00000273540.4_4	AGBL1
chr22:21822306-21822603|+|21822182|21822720	0.333333333333	15	ENSG00000206140.11_8	TMEM191C
chr12:98987913-98989504|+|98987752|98989626	0.026491838373	11211	ENSG00000075415.12_6	SLC25A3
chr2:152726249-152727044|-|152725690|152727125	1.0	27	ENSG00000182389.19_7	CACNB4
chr3:184072761-184073161|-|184072691|184073317	0.100628930818	159	ENSG00000114859.16_4	CLCN2
chr14:24584601-24584723|+|24584534|24584958	1.0	650	ENSG00000100897.17_5	DCAF11
chr3:50327517-50327600|-|50327359|50327725	0.0622698359558	2987	ENSG00000214706.10_3	IFRD2
chr2:198367852-198367932|+|198367762|198368105	0.018506043194	25235	ENSG00000115541.11_4	HSPE1
chr1:226110005-226110006|-|226109903|226110083	0.997765862377	4476	ENSG00000143811.19_4	PYCR2
chr9:19336412-19336683|+|19336267|19336830	0.118686868687	396	ENSG00000137145.20_3	DENND4C
chr18:12308348-12308685|+|12308239|12308794	0.022859922179	2056	ENSG00000176014.12_3	TUBB6
chr1:31350012-31351469|-|31349398|31351587	0.0691588785047	535	ENSG00000162512.16_5	SDC3
chr5:179048036-179048242|-|179047892|179048398	0.0539503490361	21631	ENSG00000169045.17_5	HNRNPH1
chr17:18058539-18058627|+|18058423|18058746	0.0	6	ENSG00000091536.19_6	MYO15A
chr16:4854149-4854522|-|4853203|4855311	0.938028169014	1775	ENSG00000140632.17_4	GLYR1
chr8:125861578-125861986|+|125861516|125862195	0.020202020202	99	ENSG00000249816.7_7	LINC00964
chr15:83208883-83209176|-|83208731|83209208	0.00316520879392	145646	ENSG00000182774.13_7	RPS17
chr3:183861353-183861915|+|183860839|183862012	0.985915492958	71	ENSG00000145191.15_6	EIF2B5
chr19:6475596-6475716|-|6475494|6475762	1.0	7	ENSG00000205744.10_4	DENND1C
chr1:173833442-173833812|-|173833394|173833842	0.92225950783	1788	ENSG00000234741.8_7	GAS5
chr15:93426849-93426973|+|93426814|93427008	0.962199312715	291	ENSG00000272888.7_6	LINC01578
chr1:787490-788050|+|787306|788146	0.0694087403599	389	ENSG00000228794.9_6	LINC01128
chr8:133152425-133153375|-|133152322|133153578	0.0	1	ENSG00000184156.17_4	KCNQ3
chr22:21067085-21067568|-|21066980|21067678	0.0514469453376	1555	ENSG00000241973.10_3	PI4KA
chr5:57753998-57754225|-|57753910|57754355	0.041095890411	73	ENSG00000145632.15_3	PLK2
chr11:57457675-57457806|+|57457502|57457909	0.0453020134228	1192	ENSG00000156599.11_4	ZDHHC5
chr3:52283338-52283685|+|52283189|52284611	0.271739130435	184	ENSG00000164088.18_4	PPM1M
chrX:72066779-72066963|+|72066718|72067111	1.0	18	ENSG00000184911.14_5	DMRTC1B
chr17:27251320-27254008|-|27250926|27254081	0.0697278911565	588	ENSG00000109118.14_4	PHF12
chr1:155185442-155185552|-|155185353|155185578	0.5	84	ENSG00000160766.14_2	GBAP1
chr20:62701767-62701841|+|62701117|62701988	0.0552050473186	634	ENSG00000171703.17_4	TCEA2
chr16:24816472-24816925|+|24816334|24817054	0.0138248847926	1085	ENSG00000090905.19_4	TNRC6A
chr17:42266459-42266574|+|42266302|42266667	0.971698113208	636	ENSG00000168591.16_5	TMUB2
chr3:41280845-41281309|+|41280624|41281395	0.32449725777	5470	ENSG00000168036.18_6	CTNNB1
chr2:74686689-74686769|+|74686564|74686872	0.567251461988	342	ENSG00000239779.7_7	WBP1
chr1:17085530-17085560|-|17085297|17085663	0.5	2	ENSG00000186715.11_3	MST1L
chr12:48535610-48535696|+|48535522|48535849	0.0283783783784	1480	ENSG00000152556.17_8	PFKM
chr5:179280276-179280377|-|179280196|179280437	0.140583554377	377	ENSG00000161010.15_6	MRNIP
chr16:57599062-57600510|+|57598945|57600663	nan	0	ENSG00000159618.16_3	ADGRG5
chr11:1501716-1501954|-|1501622|1502115	0.0642201834862	872	ENSG00000182208.14_3	MOB2
chr3:72085324-72085475|-|72084903|72085671	nan	0	ENSG00000241163.8_6	LINC00877
chr12:57140638-57140709|-|57140564|57140816	0.106085526316	1216	ENSG00000198056.14_6	PRIM1
chr4:174458121-174459213|+|174457998|174463082	nan	0	ENSG00000237125.10_6	HAND2-AS1
chr11:124972198-124972629|-|124972027|124972705	1.0	120	ENSG00000150433.9_4	TMEM218
chr17:4685934-4686148|+|4685797|4686332	nan	0	ENSG00000142484.7_3	TM4SF5
chr16:88712605-88713162|-|88712523|88713246	0.0132947976879	3460	ENSG00000051523.11_4	CYBA
chrX:54842123-54842313|+|54841680|54842440	0.0793595544727	2873	ENSG00000102316.17_3	MAGED2
chr9:123628108-123628305|-|123627987|123628374	0.0263157894737	380	ENSG00000119403.15_5	PHF19
chr19:49993554-49993731|+|49993488|49993833	0.00714606478318	51217	ENSG00000142541.17_4	RPL13A
chr16:89612403-89613065|+|89612279|89613168	0.986577181208	149	ENSG00000197912.15_6	SPG7
chr3:42949640-42950287|+|42949513|42950401	0.0	11	ENSG00000182983.14_3	ZNF662
chr11:118898480-118898903|-|118898337|118899136	0.882352941176	221	ENSG00000137700.18_8	SLC37A4
chr16:31141927-31142066|+|31141776|31142221	0.0623115577889	995	ENSG00000103510.20_5	KAT8
chr16:28493866-28493946|-|28493797|28493993	0.0	100	ENSG00000261832.6_6	AC138894.1
chr17:41166890-41167957|-|41166623|41168161	0.92547660312	2308	ENSG00000108828.16_4	VAT1
chr17:40714237-40714313|+|40714168|40714505	1.0	2295	ENSG00000068120.15_5	COASY
chrX:146992513-146993159|-|146990948|146993335	1.0	2	ENSG00000268066.5_3	FMR1-AS1
chr19:1271364-1271549|+|1271138|1271631	0.898113207547	265	ENSG00000099622.14_5	CIRBP
chr11:615259-615344|-|615096|615647	0.421568627451	102	ENSG00000185507.21_5	IRF7
chr2:74717254-74717370|+|74717151|74717600	0.202492211838	321	ENSG00000115282.19_6	TTC31
chr1:1325689-1325694|-|1325609|1325751	0.995693779904	2090	ENSG00000221978.12_5	CCNL2
chr17:76121965-76122357|-|76121806|76122447	0.0935960591133	203	ENSG00000141524.15_3	TMC6
chr12:56333313-56333865|+|56333198|56333954	0.175	80	ENSG00000065357.20_4	DGKA
chr12:121017400-121017576|-|121017316|121017726	0.0695553021665	1754	ENSG00000167272.10_2	POP5
chr19:17972116-17972233|+|17972101|17972281	0.99741235502	76131	ENSG00000105640.13_3	RPL18A
chr12:64818962-64819117|+|64818817|64819237	0.191370223979	3036	ENSG00000184575.12_3	XPOT
chr19:14675670-14675760|+|14675597|14675804	0.0455245593017	5843	ENSG00000099797.15_5	TECR
chr11:6640498-6640614|-|6640426|6640644	0.0	956	ENSG00000166340.17_5	TPP1
chr3:50402407-50402505|-|50402318|50402615	0.130434782609	46	ENSG00000007402.11_3	CACNA2D2
chr15:42955688-42956017|+|42955478|42956115	0.373983739837	123	ENSG00000159433.12_4	STARD9
chr13:106371201-106371395|+|106370823|106371551	nan	0	ENSG00000226620.8_7	LINC00343
chr1:150935615-150936005|+|150935449|150936217	0.148395721925	748	ENSG00000143379.12_3	SETDB1
chr22:19183926-19183999|-|19183776|19184167	0.114197530864	324	ENSG00000070371.16_4	CLTCL1
chr12:132625565-132625819|-|132625375|132625965	0.228070175439	570	ENSG00000185163.10_3	DDX51
chr22:24143268-24145481|+|24143130|24145609	0.0239939542792	5293	ENSG00000099956.19_5	SMARCB1
chr3:183907065-183907175|+|183907042|183907231	0.023178807947	604	ENSG00000161204.11_4	ABCF3
chr11:838367-838444|+|838132|838831	0.992996108949	3855	ENSG00000177697.19_5	CD151
chr15:42129572-42132222|+|42129265|42132428	0.941176470588	51	ENSG00000168970.22_3	JMJD7-PLA2G4B
chr5:176939646-176939780|-|176939496|176939877	0.0403892944039	2055	ENSG00000183258.12_5	DDX41
chr1:159899765-159899978|-|159899680|159900229	0.0	29	ENSG00000085552.17_3	IGSF9
chr11:111781173-111782247|-|111781050|111782646	0.166666666667	6	ENSG00000109846.8_4	CRYAB
chr8:146054475-146054907|+|146054427|146054989	0.798561151079	139	ENSG00000147789.15_2	ZNF7
chr6:112575493-112575603|-|112575157|112575740	1.0	25	ENSG00000112769.19_5	LAMA4
chr19:15757915-15758006|+|15757861|15758134	0.0	5	ENSG00000186529.16_6	CYP4F3
chr17:66244227-66244780|+|66244183|66244846	0.502454991817	1833	ENSG00000196704.12_6	AMZ2
chr3:52021469-52021571|+|52020430|52021640	0.333333333333	39	ENSG00000114786.16_6	ABHD14A-ACY1
chr15:94442634-94442715|+|94442463|94442832	nan	0	ENSG00000258785.6_5	LINC01580
chr19:10446029-10446346|-|10445741|10446652	0.823529411765	51	ENSG00000076662.10_4	ICAM3
chr14:24543369-24543499|+|24543259|24543574	1.0	2	ENSG00000100884.9_4	CPNE6
chr14:21498913-21499170|+|21498671|21499324	nan	0	ENSG00000179636.15_4	TPPP2
chr1:212792608-212792699|+|212792387|212792897	1.0	4	ENSG00000162772.17_6	ATF3
chr14:105677630-105678449|-|105677458|105678501	0.0327613104524	641	ENSG00000185024.17_7	BRF1
chr1:1562379-1562453|+|1562216|1562587	0.0266159695817	263	ENSG00000197530.12_6	MIB2
chr17:38289362-38289786|+|38289294|38289911	0.0448013524937	1183	ENSG00000188895.11_5	MSL1
chr12:121756154-121756303|-|121756079|121756411	0.551351351351	370	ENSG00000089053.13_3	ANAPC5
chr6:136597127-136597605|-|136596980|136597646	0.997477224947	7135	ENSG00000029363.16_6	BCLAF1
chr8:38285611-38285863|-|38285438|38285953	0.0983606557377	305	ENSG00000077782.20_5	FGFR1
chr22:22989565-22989646|+|22989452|22989760	0.0	1	ENSG00000100121.13_4	GGTLC2
chr5:134152293-134153185|+|134152119|134153404	0.0167112299465	1496	ENSG00000145833.16_5	DDX46
chr19:49458856-49458943|+|49458804|49459090	0.102045032018	4841	ENSG00000087088.20_5	BAX
chr7:80299338-80300292|+|80299268|80300480	0.0	3	ENSG00000135218.19_5	CD36
chr19:18119037-18119262|+|18118978|18119393	1.0	63	ENSG00000105643.10_6	ARRDC2
chr3:37458633-37458743|+|37458509|37459592	0.968503937008	127	ENSG00000198590.12_6	C3orf35
chr1:144826286-144826932|+|144826234|144827105	0.265789473684	760	ENSG00000168614.13	NBPF9
chr2:9661450-9663377|-|9661331|9663467	0.242424242424	66	ENSG00000151694.14_5	ADAM17
chr15:42839727-42840303|-|42839458|42840442	0.0258302583026	271	ENSG00000180979.10_6	LRRC57
chr19:36257856-36258704|+|36257668|36258937	0.484419263456	353	ENSG00000167595.15_7	PROSER3
chr10:31138372-31139150|-|31137459|31139296	0.928571428571	42	ENSG00000183621.15_3	ZNF438
chr11:64559747-64559835|-|64559643|64559894	0.205128205128	78	ENSG00000168067.12_7	MAP4K2
chr2:27294331-27294468|-|27294193|27294517	0.010248447205	6440	ENSG00000228474.6_3	OST4
chr6:139608039-139608146|+|139607981|139608444	0.0909090909091	22	ENSG00000226571.2_6	AL592429.2
chr1:95088456-95089081|-|95088274|95090165	1.0	14	ENSG00000224081.9_5	SLC44A3-AS1
chr19:36282255-36282661|-|36281918|36282754	nan	0	ENSG00000225872.4_6	LINC01529
chr1:240497418-240497420|+|240497408|240497529	0.986301369863	146	ENSG00000155816.20_4	FMN2
chr21:40295437-40295561|-|40295349|40295617	nan	0	ENSG00000205622.11_8	AP001042.1
chr11:85975305-85977124|+|85974986|85977258	0.0199161425577	954	ENSG00000074266.20_4	EED
chr5:20937093-20937667|+|20936927|20937802	1.0	1	ENSG00000251629.7_7	LINC02241
chr16:57062115-57062213|+|57061983|57062297	0.0	2	ENSG00000140853.15_4	NLRC5
chr2:99225189-99226218|+|99225041|99226502	0.138738738739	1110	ENSG00000115446.11_2	UNC50
chr9:139261709-139262088|-|139261667|139262428	0.535714285714	56	ENSG00000187796.14_5	CARD9
chr1:186645316-186645598|-|186645029|186645845	0.0	8	ENSG00000073756.12_3	PTGS2
chr12:9085659-9085850|+|9085158|9085946	1.0	638	ENSG00000111752.11_4	PHC1
chr7:45023645-45025619|-|45023420|45025696	0.938053097345	452	ENSG00000232956.9_3	SNHG15
chr12:11420452-11420578|-|11420334|11421082	1.0	12	ENSG00000197870.12_2	PRB3
chr12:56332773-56332969|+|56332698|56333089	0.0441176470588	68	ENSG00000065357.20_4	DGKA
chr1:61418356-61419993|-|61418182|61420042	1.0	1	ENSG00000237928.6_6	NFIA-AS2
chr11:134162107-134163038|+|134162025|134163103	0.0185185185185	108	ENSG00000166105.16_4	GLB1L3
chr3:52020520-52020620|+|52020430|52021077	0.37037037037	54	ENSG00000114786.16_6	ABHD14A-ACY1
chr19:13869824-13869913|+|13869681|13870086	0.541428571429	700	ENSG00000104957.14_4	CCDC130
chr17:6978541-6979049|-|6978113|6979204	nan	0	ENSG00000132514.13_3	CLEC10A
chrX:47083003-47083147|+|47082950|47083158	0.998428908091	3819	ENSG00000102225.16_7	CDK16
chrX:41205663-41205757|+|41205481|41205875	0.00744103922311	7929	ENSG00000215301.10_7	DDX3X
chr2:61434021-61436033|-|61433894|61436112	0.0358342665174	893	ENSG00000115464.14_3	USP34
chr2:96934396-96935005|+|96934194|96935093	0.337237479806	2476	ENSG00000144021.2_2	CIAO1
chr12:49399147-49399244|-|49399088|49399326	0.00772200772201	1554	ENSG00000181929.12_5	PRKAG1
chr4:39274681-39276427|+|39274599|39276578	0.238670694864	331	ENSG00000157796.18_4	WDR19
chr1:7890011-7890065|+|7889896|7890221	1.0	45	ENSG00000049246.14_2	PER3
chr5:90610064-90610148|-|90609896|90610194	0.582417582418	91	ENSG00000248323.7_7	LUCAT1
chr1:53720857-53722911|-|53720788|53723136	0.0439367311072	569	ENSG00000157193.17_6	LRP8
chr2:70035128-70037725|+|70035037|70037805	0.177165354331	254	ENSG00000196975.16_3	ANXA4
chr11:62340214-62342148|-|62340055|62342380	0.799212598425	254	ENSG00000255508.7_6	AP002990.1
chr15:75134790-75134879|-|75134620|75135017	1.0	46	ENSG00000140474.14_4	ULK3
chr7:142560591-142560888|+|142560513|142561085	1.0	3	ENSG00000106123.12_3	EPHB6
chr16:2050257-2050409|-|2049496|2050482	0.0513112884835	877	ENSG00000167962.14_5	ZNF598
chrX:48434055-48434202|+|48433948|48434471	0.219635860797	4339	ENSG00000102317.18_3	RBM3
chr1:3411063-3411176|-|3410934|3411305	0.0	24	ENSG00000162591.16_3	MEGF6
chr1:160970917-160971074|-|160970809|160971143	0.100386100386	259	ENSG00000158769.18_4	F11R
chr6:28478549-28478552|-|28478527|28478681	0.0	1	ENSG00000198704.9_3	GPX6
chr17:37561561-37566833|-|37560537|37566974	0.964611872146	876	ENSG00000125686.12_4	MED1
chr20:2641236-2641342|-|2641102|2641475	0.0670658682635	3340	ENSG00000101365.21_4	IDH3B
chr16:775145-775236|-|775077|775293	0.595041322314	121	ENSG00000162004.17_5	CCDC78
chr12:56333954-56334097|+|56333198|56334217	0.217391304348	69	ENSG00000065357.20_4	DGKA
chr11:64803135-64806043|+|64802991|64806301	0.0497572815534	824	ENSG00000110025.13_4	SNX15
chr12:54115399-54115808|-|54115250|54115967	0.01393728223	287	ENSG00000012822.16_5	CALCOCO1
chr10:118354376-118355725|+|118353827|118355834	0.0	43	ENSG00000187021.15_4	PNLIPRP1
chr12:80172380-80173118|-|80172329|80173131	1.0	35	ENSG00000058272.19_6	PPP1R12A
chr3:50617370-50617546|+|50617274|50617660	0.11320754717	477	ENSG00000114735.9_3	HEMK1
chr17:74468921-74469086|-|74468767|74469187	0.19649122807	285	ENSG00000129667.12_6	RHBDF2
chr19:35633675-35633820|+|35633623|35633954	0.333333333333	6	ENSG00000266964.5_5	FXYD1
chr16:776085-776307|-|775965|776456	0.564935064935	154	ENSG00000162004.17_5	CCDC78
chr2:7569025-7569826|+|7568673|7570003	nan	0	ENSG00000229727.7_4	AC013460.1
chr17:1519924-1520010|-|1519855|1520063	1.0	202	ENSG00000167703.14_3	SLC43A2
chr11:62619908-62620127|-|62619459|62620153	0.98334064007	4562	ENSG00000255717.7_3	SNHG1
