ID	PSI	count
chr17:45015964-45016070|+|45041200|45041709	1	5
chrX:133527938-133527982|+|133547517|133547520	0.265434380776	2705
chr3:127323450-127323626|+|127323719|127323738	0.0705214806809	3701
chr18:29134604-29134678|-|29130360|29130322	1	25
chr16:30665949-30666535|+|30666671|30666688	0.959349593496	1476
chr18:51800295-51800460|+|51804072|51804141	0.847926267281	217
chr1:36550763-36550889|+|36551305|36551436	0.75	24
chr1:154938637-154938707|-|154938556|154938553	1	574
chr22:29669726-29669853|+|29670253|29670256	1	260
chr22:20783822-20783940|-|20783642|20783627	1	253
chr6:3263917-3263993|+|3264407|3264442	0.141592920354	339
chr6:72962463-72962535|+|72967827|72967830	1	8
chr1:153925280-153925310|-|153925126|153925111	1	129
chr2:162929908-162929996|-|162904011|162904008	1	24
chr1:76476424-76476538|+|76476966|76476981	0	12
chr9:2181570-2181676|+|2182140|2182145	1	416
chr1:110037764-110037802|+|110038300|110038377	0.286458333333	192
chr21:40719304-40719409|-|40719218|40717884	1	487
chr6:31683278-31683401|+|31685236|31685357	0	49
chr1:25571640-25571792|-|25570715|25570124	1	89
chr12:50323177-50323281|+|50323481|50323679	0.466666666667	15
chr6:31729248-31729392|+|31729526|31729594	0.333333333333	69
chr2:64210997-64211153|-|64209021|64208985	1	132
chr11:13466570-13466728|-|13443385|13443362	1	346
chr16:28880326-28880418|+|28880528|28880597	0.964354527938	1038
chr1:156169625-156170263|+|156177652|156177676	0.0505836575875	771
chr1:52903891-52904007|-|52902650|52902647	1	405
chr6:26440699-26440876|+|26443594|26443609	0.411764705882	51
chr5:87578531-87578683|+|87583252|87583255	1	175
chr12:58221334-58221373|-|58220906|58220880	1	23
chr12:81676465-81676573|+|81686121|81686236	1	5
chr9:132101070-132101196|+|132104014|132104110	0.22641509434	106
chr2:207146524-207146633|+|207156734|207156737	0.4	110
chr19:652232-652296|-|651915|651855	1	88
chr2:145187335-145187593|-|145182520|145182431	1	23
chr19:4769144-4769363|+|4769589|4769641	0	19
chr2:145187335-145187593|-|145182520|145182434	1	23
chr11:65148004-65148103|-|65147705|65147646	1	13
chr6:80732040-80732189|+|80736094|80736097	0.941055517478	1459
chr1:11886212-11886271|+|11887145|11887171	0.94	300
chrX:130883333-130883486|-|130845772|130845748	1	36
chr16:30093804-30093855|+|30094066|30094714	0.929442508711	5740
chrX:71684408-71684581|-|71681948|71681945	1	978
chr16:72143313-72143409|+|72144854|72144941	0.988910632746	1533
chr3:9475528-9475634|+|9475960|9476017	0.566882416397	1854
chr2:216238044-216238134|-|216237023|216236738	1	114
chr15:25650607-25650649|-|25620910|25620714	1	1287
chr2:132442281-132442392|+|132443636|132443669	0.740740740741	297
chr11:6586924-6587221|+|6587330|6587470	0.379310344828	58
chr7:25697579-25697713|-|25695906|25695849	1	2
chr1:156562348-156562462|+|156563199|156563255	0.977762572699	2923
chr17:38323049-38323114|+|38323623|38323750	0.0116959064327	1539
chr3:130405054-130405266|-|130403225|130403149	1	696
chr12:7262893-7263168|+|7263620|7263966	0.313725490196	51
chr19:37747628-37747716|+|37747913|37748132	0.369565217391	46
chr2:156445328-156445478|+|156464726|156464763	0	2
chr19:36236248-36236319|-|36236113|36236088	1	133
chr6:139241351-139241453|-|139238783|139238764	1	35
chr6:139241351-139241453|-|139238783|139238761	1	35
chr15:89182573-89182825|+|89195340|89195400	1	29
chr19:18274072-18274198|+|18276920|18276969	0.0477673935618	963
chr17:78163551-78163671|+|78164572|78164640	1	33
chr3:49135785-49135913|-|49135691|49135684	1	2305
chr2:9663377-9663467|-|9662567|9661445	1	13
chr21:45658330-45658371|-|45657100|45656948	1	26
chr12:56742946-56743045|-|56742867|56742843	1	41
chr6:41899133-41899294|+|41899441|41899465	0.0180401804018	2439
chr16:57092883-57092973|+|57093320|57093378	0.153846153846	13
chr3:139356804-139356904|-|139353429|139353426	1	2
chr15:25653766-25653831|-|25652409|25652375	1	3
chr9:130674546-130674959|-|130672807|130672337	1	133
chr19:38135510-38135637|-|38134264|38134261	1	240
chr1:184023861-184023997|+|184041184|184041290	0.0167785234899	894
chr17:66245151-66245237|+|66246328|66246500	1	33
chr1:53373539-53373626|-|53372283|53370762	1	26
chr5:135855863-135855963|+|135856338|135856436	0	16
chr19:15510112-15510221|-|15509577|15509514	1	121
chr5:1279405-1279585|-|1278911|1278875	1	97
chr16:67866130-67866218|-|67866039|67866011	1	3
chr6:31611858-31611971|-|31611754|31611751	1	4395
chr10:13158266-13158340|+|13160887|13160905	0.911877394636	261
chr1:110171948-110172112|+|110172417|110172421	0.992879746835	1264
chr10:86007346-86007503|+|86008620|86008665	0	1
chr16:31193833-31193985|+|31195178|31195181	0.429440604879	16929
chr10:129846027-129846101|+|129847793|129847798	1	2
chrGL000205.1:33983-34016|+|36337|36420	1	294
chr8:11979495-11979559|+|12002931|12003147	1	13
chr3:41275629-41275788|+|41277214|41277217	0.995961326643	8171
chr2:220307829-220308162|+|220308746|220308751	1	34
chr11:125442353-125442465|+|125445146|125445158	0.0075698757764	5152
chr22:32229900-32229966|+|32232957|32233079	0.797297297297	148
chr19:17449347-17449550|+|17449762|17449931	0.99439683586	3034
chr5:167927595-167927725|+|167929005|167929007	0.977549307595	4766
chr8:11725509-11725598|-|11725035|11724900	1	36
chr2:8953366-8953465|-|8952626|8952623	1	131
chr11:46639874-46639925|+|46642591|46642609	0.529411764706	68
chr1:24125104-24125220|-|24124720|24124715	1	440
chr4:148493832-148493952|+|148494360|148494367	0.222222222222	9
chr16:67862569-67862746|-|67862481|67862462	1	1174
chr7:73010693-73010809|-|73010602|73010596	1	180
chr4:724418-724457|+|724740|724758	0.11473880597	1072
chr1:6523131-6523187|-|6523030|6523016	1	24
chr14:81993076-81993308|-|81972585|81972522	1	512
chrX:147024650-147024846|+|147026424|147026463	0.46511627907	602
chr1:174219612-174219770|+|174221581|174221617	0.0561224489796	392
chr6:152644612-152644872|-|152643021|152642961	1	12
chr2:9663377-9663467|-|9662567|9661450	1	13
chr6:8960088-8960183|+|8961687|8961691	0.178571428571	28
chr7:5780603-5781275|-|5779252|5778983	1	59
chr6:4099233-4099432|+|4115640|4115674	1	12
chr19:15939904-15940148|+|15942007|15942064	0.0384615384615	78
chr11:46780472-46780593|-|46776617|46776533	1	2439
chr6:29598234-29598420|-|29597024|29596884	1	31
chr4:130648076-130648188|-|130646944|130645810	1	9
chr20:62364938-62365091|+|62365996|62366056	0.0373134328358	402
chr13:33091993-33092140|-|33018263|33018261	1	741
chr11:624556-624732|-|624416|624263	1	25
chr7:56046042-56046088|+|56047452|56047455	0.705882352941	17
chr10:135116295-135116484|-|135114051|135113617	1	65
chr16:67763182-67763387|-|67762504|67762414	1	54
chr17:73266194-73266326|-|73265550|73265529	1	230
chr12:51593529-51593651|-|51592558|51592469	1	69
chr6:74190397-74190528|+|74191751|74191762	0.0551470588235	544
chr16:2543597-2543707|+|2546034|2546118	0.935483870968	93
chr2:85786039-85786198|-|85785785|85785728	1	18
chr1:110212092-110212193|+|110213908|110213935	1	742
chr6:90981567-90981660|-|90916400|90916395	1	26
chr8:67408671-67408727|+|67417456|67417609	0	3
chr12:57918062-57918199|+|57918412|57918502	0.0378590078329	766
chr17:16342640-16342728|+|16342841|16342894	0.767086516622	4843
chr8:82626152-82626274|-|82615359|82615338	1	1018
chr6:33255924-33256012|-|33255803|33255779	1	2081
chr5:89948162-89948380|+|89949025|89949037	1	117
chr5:176959443-176959642|-|176959201|176959132	1	187
chr20:3025053-3025214|+|3025324|3025345	0.6	130
chr6:144290043-144290115|-|144287422|144287367	1	23
chr1:45800062-45800183|-|45799233|45799169	1	252
chr11:3026595-3026663|-|3023830|3023283	1	1077
chr8:41542061-41542208|-|41530430|41529944	1	50
chr10:6146893-6147060|+|6148103|6148106	0.989883439631	4547
chrX:48933203-48933412|-|48933124|48933112	1	1080
chr15:44964585-44964654|-|44964437|44964354	1	1
chr11:62639048-62639141|+|62644255|62644258	0.763374485597	486
chr2:6072919-6073053|+|6108717|6109245	1	3
chr14:67664852-67665037|+|67665688|67665691	0.333333333333	3
chr15:99828018-99828156|+|99874127|99874222	0.968824940048	417
chr1:2075648-2075780|+|2076776|2076827	1	5
chr19:1089882-1089961|-|1089572|1089550	1	1886
chr19:49999690-49999728|+|50000429|50000450	0.0019401422036	90715
chr9:140001140-140001261|+|140001701|140001726	0.935370152761	851
chrX:51928007-51928061|+|51928927|51929017	0.791208791209	91
chr19:4501202-4501329|+|4501922|4501925	0.735379510577	2411
chrX:101152840-101153015|-|101150855|101150852	1	3
chr11:111942358-111942482|-|111942007|111941956	1	129
chr3:168838843-168838997|-|168834527|168833555	1	340
chr12:48551241-48551285|-|48547312|48547308	1	553
chrX:48759206-48759319|+|48759509|48760008	0.858147125282	3983
chr21:43258042-43258172|-|43256758|43256698	1	216
chr11:118971727-118971848|-|118971553|118971537	1	1040
chrX:148619646-148619704|-|148617787|148617745	1	40
chr20:485761-485873|-|480578|479949	1	3493
chr12:56742946-56743045|-|56742843|56742813	1	207
chr19:58926890-58927013|+|58927159|58927185	0.125	40
chr1:24286317-24286488|+|24287418|24287422	0.854116012504	2879
chr2:132289236-132289375|+|132290161|132290282	0.887755102041	196
chr20:44056061-44056185|+|44058084|44058120	0.192708333333	384
chr10:103190101-103190209|+|103221720|103221737	0.145833333333	288
chr2:202744750-202744890|+|202755507|202755525	0	1
chr5:131312340-131312414|-|131311933|131310753	1	5
chr4:727460-727578|+|727672|728719	0.150812064965	862
chr9:116778974-116779064|+|116791012|116791189	0.717488789238	223
chr6:170070664-170070789|-|170068872|170067283	1	244
chrX:41196660-41196718|+|41198288|41198291	0.88621056363	8463
chr6:42957348-42957426|+|42974183|42974200	0.0623620309051	1812
chr3:71102786-71102924|-|71101777|71101774	1	643
chr17:74077358-74077483|+|74077625|74077680	1	11
chr8:144770163-144770237|+|144770831|144771373	0.377777777778	45
chr19:42909536-42909713|-|42907207|42907183	1	74
chr10:86004808-86004925|+|86007253|86007396	0	37
chr12:6690209-6690339|-|6689865|6689845	1	6
chrX:73053072-73053209|-|73051109|73051041	1	22607
chr3:4354581-4354913|+|4355330|4355350	0	4
chr10:119251531-119251620|-|119250422|119250417	1	49
chr2:169640464-169640557|-|169631880|169631825	1	2
chr15:43170746-43170882|-|43164956|43164894	1	260
chrX:47433400-47433989|-|47432398|47432360	1	9
chr17:76122857-76122987|-|76122729|76122677	1	186
chr19:36502305-36502366|-|36501979|36501967	1	37
chr7:99955842-99955989|+|99956312|99956555	0.924665856622	823
chr15:55669146-55669348|-|55664242|55664228	1	277
chr16:840176-840269|+|840330|840346	0.0103842159917	963
chr2:145187335-145187593|-|145182434|145182431	1	272
chr1:109890104-109890154|-|109888503|109888500	1	594
chr7:8275539-8275635|-|8272385|8272382	1	67
chr2:190528626-190528680|+|190530101|190530147	0.902070750647	2318
chr6:26402502-26402640|+|26405585|26405599	0	79
chr19:1806626-1806688|-|1806507|1806168	1	3
chr12:54960757-54960871|+|54962905|54962967	0	33
chr1:147440563-147440660|+|147441106|147441126	0	18
chr17:78194236-78194295|+|78195216|78195346	0.228915662651	83
chr7:92978022-92978119|+|92979186|92979190	0.254295532646	291
chr19:47109083-47109114|+|47111453|47111461	1	9639
chr15:43876996-43877090|-|43876787|43876730	1	34
chr14:93460224-93460342|-|93429212|93429194	1	157
chr12:56826809-56826911|-|56826308|56826305	1	654
chr17:48823902-48824063|+|48826579|48826584	1	709
chrX:74293523-74293611|-|74291539|74291518	1	64
chr2:74173845-74174033|+|74177711|74177727	1	1208
chr19:6141523-6141621|+|6147456|6147466	1	11
chr17:38245458-38245586|+|38249272|38249389	0.930693069307	101
chr3:48416843-48416962|+|48419806|48419872	1	8
chr19:4770557-4770626|+|4772143|4772175	0	8
chr11:57472190-57472287|-|57472107|57471868	1	49
chr15:92690213-92690389|+|92694179|92694184	1	11
chr2:233476468-233476681|-|233475582|233475509	1	17
chr19:33308994-33309063|+|33311894|33311938	0.888888888889	9
chr10:107944304-107944352|+|107946712|107946715	1	4
chr17:49362605-49362729|+|49365389|49365484	0.989053948397	2558
chr1:156104977-156105103|+|156105651|156105691	0.00963676797628	1349
chr22:30822704-30822832|+|30823108|30823157	0.145909090909	2200
chr19:7600394-7600463|+|7600674|7600818	0	174
chr9:134106016-134106156|+|134107548|134107670	0.00888450148075	1013
chr2:174223439-174223565|+|174223982|174224114	0.982885085575	409
chr1:16057686-16057752|+|16058383|16058444	0.957273652085	983
chr9:34647085-34647255|+|34647471|34647537	0.222222222222	54
chr19:39904704-39904835|+|39905628|39905808	0.721590909091	176
chr1:229227833-229227889|-|229227313|229227307	1	34
chr19:24228985-24229081|+|24232206|24232211	1	419
chr15:64508760-64508912|-|64506350|64506323	1	9
chr11:31616316-31616448|+|31625311|31625314	0.335069444444	576
chr10:6008107-6008302|-|6005804|6005801	1	55
chr17:7289879-7289974|+|7290293|7290308	0.3125	16
chr16:84766658-84766711|+|84767040|84767053	1	138
chr16:67335693-67335825|-|67335289|67333476	1	18
chr13:33851689-33851833|+|33853597|33853609	1	11
chr5:179228783-179228969|-|179228694|179228692	1	2119
chrX:155233113-155233225|+|155233341|155233348	0.0526315789474	19
chr3:49142049-49142185|-|49141904|49141898	1	2744
chr15:41641295-41641439|+|41643188|41643230	0.19298245614	912
chr15:77317838-77317945|+|77320086|77320192	0.833333333333	12
chr16:57095529-57095613|+|57095771|57095773	1	3
chr1:11082180-11082307|+|11083249|11083319	0.896978021978	728
chr19:1106398-1106458|+|1106538|1106571	0.991522946507	10263
chr20:26172428-26172497|-|26168473|26168471	1	4431
chr17:79503171-79503293|+|79503575|79503647	0	29
chr14:24838704-24839800|+|24841283|24841646	0.104166666667	144
chr4:103730828-103730860|-|103730341|103730316	1	154
chr3:8676985-8677067|-|8676331|8675627	1	1
chr10:79796951-79797062|+|79799958|79799961	0.00143705092159	48015
chr1:43868847-43868973|+|43869271|43869277	0.953693495039	907
chr12:53836478-53836517|+|53837324|53837350	0.583333333333	84
chr15:91479175-91479212|+|91479366|91479514	0.0349544072948	1974
chr15:59383257-59383353|+|59384711|59384735	0.542087542088	297
chr12:69207333-69207408|+|69233053|69233392	1	30
chr16:3115784-3115827|+|3117377|3117443	0.94	50
chr1:1568161-1568292|+|1568359|1568566	1	5
chr5:65449290-65449424|+|65451892|65454636	0.598784194529	658
chr12:6761827-6761933|-|6761584|6761475	1	449
chr9:134394223-134394344|+|134394775|134394780	0.970554926387	883
chr2:232576599-232576693|+|232577152|232577161	0.999245593581	72905
chr14:72169097-72169222|+|72171437|72171938	0.19512195122	369
chr5:825278-825366|-|824208|823924	1	40
chr11:65686380-65686533|-|65685689|65685686	1	117
chr19:54710143-54710330|+|54710420|54711265	0.0185056880406	44743
chr19:17337501-17337678|+|17337783|17337802	0	71
chr11:65304056-65304221|+|65304456|65304507	0.698517298188	1821
chr19:38828232-38828286|+|38834219|38834288	1	7
chr4:128863199-128863313|-|128859993|128859991	1	37
chrX:110340617-110340684|+|110340768|110340802	0.0625	32
chr15:91435936-91436055|+|91436329|91436387	1	24
chr2:42924915-42924974|+|42931333|42931336	0.48012718601	629
chr9:34489320-34489447|+|34489997|34490009	0	7
chr17:42989039-42989165|-|42988824|42988689	1	20
chr15:42703484-42703543|+|42703944|42704283	0.708333333333	24
chr14:21458622-21458757|+|21460250|21460282	0.325672371638	2045
chr16:56966058-56966303|+|56969146|56969153	0.988900100908	991
chr17:19698934-19699038|-|19689399|19689318	1	104
chr8:99057170-99057316|-|99055003|99054946	1	49959
chr6:75797292-75797463|-|75796273|75795081	1	6
chr9:139982526-139982635|+|139983320|139983404	1	796
chr1:24978924-24979119|+|24979403|24979418	0.987861622496	4943
chr7:101813725-101813830|+|101821748|101821754	0.837872892348	771
chr8:124383142-124383230|-|124382264|124382262	1	808
chr6:168271062-168271178|+|168272893|168272896	0.374328940947	2049
chr6:58288455-58288526|+|58291794|58291943	0.975806451613	124
chr3:193733339-193733424|-|193728366|193728218	1	15
chr6:144290043-144290115|-|144287349|144287335	1	101
chr10:67375393-67375519|+|67449260|67449265	1	268
chr1:19565724-19565796|-|19565351|19565348	1	792
chr6:26091541-26091817|+|26092912|26092954	1	8
chr5:179665331-179665403|-|179663531|179663526	1	270
chr16:2257193-2257346|+|2258210|2258450	0.956146657081	2782
chr8:110656864-110656945|-|110655161|110655158	1	36
chr18:29850179-29850346|-|29848731|29848728	1	65
chr9:129184132-129184227|+|129210304|129210420	0.916666666667	96
chr1:44401261-44401388|+|44401740|44401764	0.78431372549	51
chr7:51094242-51094362|-|51093069|51092928	1	224
chr11:57373482-57373686|+|57373853|57373880	0	13
chr12:980430-980514|+|987377|987380	0.651609553479	1926
chr2:27591238-27591330|-|27591006|27590980	1	1181
chr22:50301368-50301592|-|50298154|50298032	1	317
chr16:90015824-90015921|+|90018965|90018969	1	76
chr20:57245567-57245659|+|57246209|57246219	0.998445595855	1930
chrX:48763668-48763820|-|48762759|48760742	1	479
chr12:132329841-132329994|+|132334346|132334483	0.659090909091	132
chr11:118402489-118402586|+|118402864|118402960	0.902527075812	277
chr1:155172051-155172192|-|155171905|155171838	1	26
chr9:38543235-38543360|-|38543153|38543052	1	7
chrX:38150211-38150277|-|38147294|38146498	1	240
chr11:70212046-70212073|+|70218317|70218320	0.13768115942	138
chr1:21924892-21924995|-|21924557|21924533	1	95
chr21:40816060-40816127|-|40807499|40807468	1	23
chr8:54965214-54965316|-|54963748|54963706	1	2439
chr19:10230329-10230376|-|10229931|10229847	1	66
chr6:31803187-31803228|+|31804071|31804075	0.962237762238	715
chr11:43905532-43905567|+|43908155|43908158	0.895206243032	897
chr10:22607033-22607097|+|22607200|22607581	1	1034
chr6:29599172-29599376|-|29597024|29596884	1	178
chr4:140299909-140300008|+|140305985|140305988	0.895315682281	2455
chr14:24109002-24109104|+|24110874|24112360	0.272108843537	147
chr19:19381830-19381934|-|19381251|19381198	1	19
chr2:74754374-74754490|-|74754248|74754186	1	529
chr1:31454158-31454252|-|31453013|31453010	1	1484
chr3:98235895-98236033|-|98235723|98234676	1	1974
chr1:147415551-147415658|+|147416090|147416110	0.0997150997151	351
chr16:2498855-2498979|+|2499111|2499282	0.00992907801418	1410
chr12:95876990-95877056|+|95879654|95879723	0.841298467087	4436
chr3:118624442-118624565|-|118623645|118623561	1	11
chr16:773094-773161|-|773022|773018	1	23
chr5:139941684-139941812|-|139941580|139941434	1	7
chr11:111711377-111711532|-|111709122|111709101	1	145
chr10:135273381-135273674|+|135278109|135278609	0.714285714286	28
chr15:91454400-91454468|+|91454596|91454614	0	738
chr19:38837089-38837245|+|38842900|38843033	1	7
chr1:162257133-162257226|+|162270422|162270437	0.191176470588	68
chr6:2398810-2399012|+|2399099|2399116	0.494623655914	93
chr2:202672216-202672366|+|202672575|202672580	0	2
chr19:49950280-49950356|-|49950051|49949951	1	60
chr12:133425226-133425310|-|133424809|133424741	1	45
chrX:20259710-20259804|-|20258787|20258723	1	25
chr7:102210281-102210371|-|102208631|102207530	1	800
chr5:140075322-140075430|+|140075613|140075687	0.0308641975309	486
chr9:100962534-100962656|-|100961870|100961866	1	32
chr14:93676169-93676303|+|93676993|93677020	1	867
chr5:137548679-137548752|-|137542373|137542369	1	1621
chr19:36203818-36203935|+|36205424|36206364	0.6875	16
chr3:196792578-196792680|-|196792335|196792319	1	7
chr21:34959827-34959908|-|34958487|34958366	1	1082
chr17:26971075-26971205|-|26970677|26970329	1	2063
chr17:80016656-80016694|-|80016292|80016284	1	3281
chr16:28725229-28725419|+|28725641|28725671	0.997281223449	11770
chr6:158540060-158540202|-|158538853|158537314	1	391
chr20:5948081-5948233|+|5948475|5948523	0.88566552901	1172
chr22:42914010-42914153|-|42912302|42912142	1	294
chr15:25653766-25653831|-|25652409|25652359	1	3
chr12:22612425-22612476|-|22611519|22611489	1	121
chr20:42157296-42157385|+|42157842|42157903	0.380952380952	231
chr7:141296361-141296441|+|141301004|141301013	0.987382987383	2457
chr6:31125947-31125971|-|31124932|31124866	1	36
chr17:80009772-80009840|+|80010131|80010253	1	203
chr11:17450111-17450217|-|17449952|17449944	1	17
chr19:13058990-13059172|+|13059310|13059327	0.979887543253	4624
chr13:42542536-42542608|+|42550584|42550606	0.0689655172414	29
chr3:11070420-11070533|+|11070879|11070906	0	10
chr1:236700796-236700885|+|236702178|236702185	0.917452830189	424
chr22:28393398-28393727|+|28393973|28394591	1	22
chr19:36633965-36634030|+|36636677|36636707	0.0043409629045	5068
chr7:117962724-117962765|+|117962908|117962912	0.3	10
chr1:153751818-153751949|+|153752301|153752406	0.837209302326	172
chr14:35099316-35099364|-|35099160|35099156	1	2113
chr11:17448595-17448701|-|17438512|17438509	1	21
chr4:88420672-88420737|-|88416295|88416279	1	4
chr11:118971727-118971848|-|118971537|118971460	1	71
chr10:112635723-112635828|+|112640990|112641032	0.756266666667	1875
chr1:205498648-205498691|+|205499313|205499386	0.0456621004566	219
chr4:87967846-87968746|+|88005271|88005274	0.9	490
chr1:155223415-155223523|-|155221699|155221696	1	184
chr7:156450234-156450267|+|156450821|156450877	1	192
chr17:70349870-70350047|+|70350147|70350227	0	13
chr4:156588497-156588571|+|156617957|156618086	0.454545454545	11
chr2:203806582-203806703|+|203807462|203807485	1	54
chr13:113832487-113832601|-|113832322|113832290	1	139
chr1:150254952-150255028|+|150255617|150255923	1	7
chr14:24657924-24658028|-|24657855|24657844	1	7
chr7:42191951-42192019|-|42189782|42189701	1	25
chr3:50404261-50404350|-|50404059|50404056	1	54
chr1:212148507-212148714|-|212142049|212141945	1	1779
chr15:42702128-42702193|+|42702605|42702629	1	6
chr7:130137776-130137854|+|130137979|130138009	1	10
chr8:103357623-103357773|-|103354912|103354894	1	780
chr16:30106423-30106467|-|30106251|30106218	1	23
chr15:42702128-42702193|+|42702605|42702625	0.25	24
chr11:31980260-31980351|+|32021388|32021391	1	1
chr12:53836478-53836517|+|53837174|53837350	0.990352811466	3628
chr12:105601935-105601977|-|105601807|105601779	1	387
chr20:43552801-43552897|+|43559100|43559158	0.0890207715134	337
chr1:63879731-63879817|+|63881488|63881543	0.244761106454	1193
chr12:7355207-7355300|+|7356027|7356051	0.82551143201	831
chr9:140851222-140851279|+|140852046|140852049	0.2	25
chr2:136402948-136403097|+|136409299|136409302	0.697525937749	1253
chr11:77820487-77820627|-|77817992|77817958	1	2161
chr14:21486921-21486973|-|21486663|21486630	1	445
chr8:72234433-72234503|-|72234111|72234047	1	97
chr1:784863-784982|+|785557|785560	1	63
chr1:155145040-155145368|-|155144965|155142333	1	169
chr17:16342841-16343017|+|16343424|16343498	0.0114881583598	5658
chr14:100835423-100835595|-|100828258|100828239	1	2758
chr3:123286608-123286627|-|123247321|123247283	1	904
chr19:8654772-8654875|-|8654469|8654458	1	17
chr3:134080353-134080649|-|134079255|134079249	1	128
chr10:121341433-121341521|-|121340358|121340050	1	605
chr19:36037427-36037487|+|36037573|36038020	0.961713764813	4388
chr6:144290043-144290115|-|144287422|144287349	1	23
chr12:124090619-124090706|+|124091978|124093226	0.87005988024	1670
chr8:59484763-59484873|+|59490591|59490606	1	6
chr20:5417745-5417919|-|5415051|5415047	1	10
chr7:892245-892304|+|892446|892449	0.803662258393	983
chr1:32083286-32083482|+|32083621|32083625	1	7
chr22:20113825-20113891|+|20114474|20114477	0.685620663069	20752
chr1:151318680-151318809|-|151318437|151318433	1	1580
chr1:120254562-120254783|+|120263792|120263878	0.997760044799	7143
chr1:145897084-145897194|+|145898888|145899405	0	56
chr11:73753098-73753263|-|73748743|73748697	1	290
chr20:34143977-34144042|+|34144647|34144725	0	53
chr11:64852162-64852272|+|64852586|64853886	1	748
chr17:26715192-26715295|+|26715368|26715378	0.70223325062	806
chr17:1417165-1417273|-|1416855|1416848	1	334
chr15:24523357-24523499|+|24532705|24532710	0	7
chr15:77327848-77327904|+|77328142|77328151	1	6
chr12:119991352-119991450|-|119826133|119826072	1	4
chr7:148705250-148705402|-|148703148|148703145	1	449
chr1:36216850-36217107|-|36215412|36215253	1	1207
chr12:50589612-50589670|-|50586347|50586344	1	179
chr10:102140972-102141205|+|102147793|102147797	0.971223021583	139
chr5:74675161-74675298|-|74670016|74664483	1	374
chr7:73666758-73666828|-|73664159|73664110	1	70
chr7:4875988-4876236|-|4874870|4874865	1	138
chr3:127391800-127391924|+|127393187|127393233	0.225	40
chr15:91454400-91454468|+|91454614|91454645	0.985313751669	749
chr15:91452556-91452734|+|91453319|91453445	0.969359331476	718
chr20:34252681-34252822|-|34246936|34246904	1	897
chr1:113253081-113253233|-|113252932|113252694	1	50
chr17:73221792-73221924|+|73222145|73222150	0.979330301778	2419
chr19:17392507-17392791|+|17392865|17392870	0.929577464789	71
chr3:3067785-3067961|+|3072538|3072541	1	1
chrX:11781898-11782057|+|11783585|11783640	1	652
chr12:56750224-56750362|-|56750069|56750065	1	305
